Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
1,q,10,der(1;19)(q10;p10),Oligodendroglioma,5107,Brain,0801,5,,U
1,q,10,der(1;19)(q10;q10),"Myelodysplastic syndrome, NOS",1501,,,2,,U
1,q,10,der(1;19)(q10;q10),Multiple myeloma,1702,,,3,,U
1,q,10,der(1;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
1,q,10,der(1;21)(q10;q10),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
1,q,10,der(1;21)(q10;q10),Multiple myeloma,1702,,,9,,U
1,q,10,der(1;21)(q10;q10),Adenocarcinoma,3111,Breast,0401,4,,U
1,q,10,der(1;22)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
1,q,10,der(1;22)(q10;q10),Multiple myeloma,1702,,,7,,U
1,q,10,der(1;22)(q10;q10),Adenocarcinoma,3111,Breast,0401,2,,U
1,p,10,i(1)(p10),Diffuse large B-cell lymphoma,1820,,,2,,U
1,p,10,i(1)(p10),Adenocarcinoma,3111,Lung,0107,2,,U
1,p,10,i(1)(p10),Adenocarcinoma,3111,Breast,0401,3,,U
1,p,10,i(1)(p10),Adenocarcinoma,3111,Ovary,0501,2,,U
1,p,10,i(1)(p10),Squamous cell carcinoma,3121,Skin,1101,2,,U
1,p,10,i(1)(p10),Undifferentiated pleomorphic sarcoma,8541,Skeleton,0901,2,,U
1,p,10,i(1)(p10),Undifferentiated pleomorphic sarcoma,8541,Soft tissue,0902,3,,U
1,p,10,i(1)(p10),"Osteosarcoma, NOS",8710,Skeleton,0901,2,,U
1,q,10,i(1)(q10),"Acute myeloid leukemia, NOS",1101,,,8,,U
1,q,10,i(1)(q10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
1,q,10,i(1)(q10),Acute monoblastic leukemia (FAB type M5),1108,,,8,,U
1,q,10,i(1)(q10),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
1,q,10,i(1)(q10),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,3,,U
1,q,10,i(1)(q10),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
1,q,10,i(1)(q10),"Myelodysplastic syndrome, NOS",1501,,,3,,U
1,q,10,i(1)(q10),Refractory anemia with excess of blasts (FAB),1509,,,2,,U
1,q,10,i(1)(q10),Refractory cytopenia with multilineage dysplasia,1515,,,2,,U
1,q,10,i(1)(q10),Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,28,,U
1,q,10,i(1)(q10),Multiple myeloma,1702,,,59,,U
1,q,10,i(1)(q10),Plasma cell leukemia,1708,,,2,,U
1,q,10,i(1)(q10),"Mature B-cell neoplasm, NOS",1801,,,14,,U
1,q,10,i(1)(q10),Chronic lymphocytic leukemia,1802,,,6,,U
1,q,10,i(1)(q10),Follicular lymphoma,1810,,,19,,U
1,q,10,i(1)(q10),Diffuse large B-cell lymphoma,1820,,,34,,U
1,q,10,i(1)(q10),Burkitt lymphoma/leukemia,1822,,,20,,U
1,q,10,i(1)(q10),"Mature T- and NK-cell neoplasm, NOS",1901,,,3,,U
1,q,10,i(1)(q10),"Peripheral T-cell lymphoma, unspecified",1908,,,3,,U
1,q,10,i(1)(q10),Extranodal NK/T-cell lymphoma,1912,,,2,,U
1,q,10,i(1)(q10),"Anaplastic large cell lymphoma, systemic type",1922,,,9,,U
1,q,10,i(1)(q10),"Hodgkin disease, lymphocyte predominance",2002,,,11,,U
1,q,10,i(1)(q10),"Hodgkin disease, mixed cellularity",2003,,,5,,U
1,q,10,i(1)(q10),"Hodgkin disease, nodular sclerosis",2005,,,4,,U
1,q,10,i(1)(q10),Adenoma,3003,Pituitary,0702,4,,U
1,q,10,i(1)(q10),"Phyllodes tumor, benign",3055,Breast,0401,4,,U
1,q,10,i(1)(q10),"Carcinoma, NOS",3102,Large intestine,0227,2,,U
1,q,10,i(1)(q10),"Carcinoma, NOS",3102,Breast,0401,7,,U
1,q,10,i(1)(q10),"Carcinoma, NOS",3102,"Uterus, cervix",0507,6,,U
1,q,10,i(1)(q10),"Undifferentiated carcinoma, large cell",3104,Lung,0107,3,,U
1,q,10,i(1)(q10),"Undifferentiated carcinoma, small cell",3105,Lung,0107,2,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Lung,0107,12,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Stomach,0216,2,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Pancreas,0218,12,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Large intestine,0227,13,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Kidney,0301,25,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Breast,0401,58,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,Ovary,0501,14,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,"Uterus, corpus",0505,14,,U
1,q,10,i(1)(q10),Adenocarcinoma,3111,"Uterus, cervix",0507,2,,U
1,q,10,i(1)(q10),Squamous cell carcinoma,3121,Larynx,0105,2,,U
1,q,10,i(1)(q10),Squamous cell carcinoma,3121,Oral cavity,0203,3,,U
1,q,10,i(1)(q10),Squamous cell carcinoma,3121,Tongue,0208,4,,U
1,q,10,i(1)(q10),Squamous cell carcinoma,3121,Oro- and hypopharynx,0212,4,,U
1,q,10,i(1)(q10),Squamous cell carcinoma,3121,"Uterus, cervix",0507,7,,U
1,q,10,i(1)(q10),Squamous cell carcinoma,3121,Skin,1101,2,,U
1,q,10,i(1)(q10),Merkel cell carcinoma,3125,Skin,1101,2,,U
1,q,10,i(1)(q10),Transitional cell carcinoma,3131,Bladder,0305,3,,U
1,q,10,i(1)(q10),Wilms tumor,3135,Kidney,0301,30,,U
1,q,10,i(1)(q10),Hepatoblastoma,3141,Liver,0220,6,,U
1,q,10,i(1)(q10),"Malignant epithelial tumor, special type",3199,Salivary gland,0210,2,,U
1,q,10,i(1)(q10),Seminoma/Dysgerminoma,3902,Testis,0601,2,,U
1,q,10,i(1)(q10),Teratoma (mature and immature),3903,Oral cavity,0203,2,,U
1,q,10,i(1)(q10),Teratoma (mature and immature),3903,Testis,0601,2,,U
1,q,10,i(1)(q10),Combined germ cell tumors,3905,Testis,0601,3,,U
1,q,10,i(1)(q10),"Astrocytoma, grade III-IV/Glioblastoma",5104,Brain,0801,5,,U
1,q,10,i(1)(q10),Ependymoma,5109,Brain,0801,3,,U
1,q,10,i(1)(q10),"Neuroglial neoplasm, special type",5199,Brain,0801,2,,U
1,q,10,i(1)(q10),Retinoblastoma,5211,Eye,0810,5,,U
1,q,10,i(1)(q10),Neuroblastoma,5213,Adrenal,0703,3,,U
1,q,10,i(1)(q10),Peripheral neuroepithelioma,5230,Soft tissue,0902,2,,U
1,q,10,i(1)(q10),Malignant melanoma,6011,Eye,0810,4,,U
1,q,10,i(1)(q10),Malignant melanoma,6011,Skin,1101,9,,U
1,q,10,i(1)(q10),Malignant melanoma,6011,Unknown site,1410,2,,U
1,q,10,i(1)(q10),Alveolar rhabdomyosarcoma,8322,Soft tissue,0902,3,,U
1,q,10,i(1)(q10),Malignant peripheral nerve sheath tumor/Triton,8516,Soft tissue,0902,2,,U
1,q,10,i(1)(q10),Synovial sarcoma,8522,Soft tissue,0902,2,,U
1,q,10,i(1)(q10),Clear cell sarcoma,8531,Soft tissue,0902,4,,U
1,q,10,i(1)(q10),"Chondrosarcoma, NOS",8622,Skeleton,0901,2,,U
1,q,10,i(1)(q10),"Osteosarcoma, NOS",8710,Skeleton,0901,4,,U
1,q,10,i(1)(q10),Ewing sarcoma,8740,Kidney,0301,2,,U
1,q,10,i(1)(q10),Ewing sarcoma,8740,Skeleton,0901,8,,U
1,q,10,i(1)(q10),Ewing sarcoma,8740,Soft tissue,0902,4,,U
1,q,10,i(1)(q10),Chordoma,8743,Skeleton,0901,6,,U
1,q,10,i(1)(q10),Meningioma,8804,Brain,0801,4,,U
1,q,10,i(1)(q10),Endometrial stromal sarcoma,8813,"Uterus, corpus",0505,6,,U
1,p,10,ider(1)(p10)add(1)(p34),Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
1,q,10,ider(1)(q10)del(1)(q42),Multiple myeloma,1702,,,2,,U
2,p,10,der(1;2)(q10;p10),Multiple myeloma,1702,,,2,,U
2,q,10,der(1;2)(q10;q10),Meningioma,8804,Brain,0801,2,,U
2,p,10,der(2;18)(p10;q10),Chronic lymphocytic leukemia,1802,,,2,,U
2,p,10,i(2)(p10),Chronic lymphocytic leukemia,1802,,,6,,U
2,p,10,i(2)(p10),"Hodgkin disease, nodular sclerosis",2005,,,3,,U
2,p,10,i(2)(p10),Adenocarcinoma,3111,Kidney,0301,2,,U
2,p,10,i(2)(p10),Adenocarcinoma,3111,Breast,0401,2,,U
2,p,10,i(2)(p10),Squamous cell carcinoma,3121,Lung,0107,4,,U
2,q,10,i(2)(q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
2,q,10,i(2)(q10),Multiple myeloma,1702,,,2,,U
2,q,10,i(2)(q10),Chronic lymphocytic leukemia,1802,,,3,,U
2,q,10,i(2)(q10),Follicular lymphoma,1810,,,2,,U
2,q,10,i(2)(q10),Oncocytoma,3031,Kidney,0301,2,,U
2,q,10,i(2)(q10),Adenocarcinoma,3111,Stomach,0216,3,,U
2,q,10,i(2)(q10),Adenocarcinoma,3111,Large intestine,0227,2,,U
2,q,10,i(2)(q10),Adenocarcinoma,3111,Breast,0401,2,,U
2,q,10,i(2)(q10),Adenocarcinoma,3111,Ovary,0501,2,,U
2,q,10,i(2)(q10),Squamous cell carcinoma,3121,Tongue,0208,2,,U
2,q,10,i(2)(q10),Squamous cell carcinoma,3121,"Uterus, cervix",0507,2,,U
2,q,10,i(2)(q10),Seminoma/Dysgerminoma,3902,Testis,0601,2,,U
2,q,10,ider(2)(q10)inv(2)(p23q35),"Anaplastic large cell lymphoma, systemic type",1922,,,3,,U
3,q,10,add(3)(q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,q,10,der(1;3)(q10;q10),Multiple myeloma,1702,,,2,,U
3,q,10,der(1;3)(q10;q10),Adenocarcinoma,3111,Breast,0401,2,,U
3,q,10,der(1;3)(q10;q10),Squamous cell carcinoma,3121,Oral cavity,0203,2,,U
3,q,10,der(3;5)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,q,10,der(3;6)(q10;p10),Multiple myeloma,1702,,,2,,U
3,q,10,der(3;6)(q10;p10),Adenocarcinoma,3111,Kidney,0301,4,,U
3,q,10,der(3;7)(q10;q10),Squamous cell carcinoma,3121,Larynx,0105,2,,U
3,q,10,der(3;8)(q10;q10),Multiple myeloma,1702,,,7,,U
3,q,10,der(3;8)(q10;q10),Adenocarcinoma,3111,Kidney,0301,2,,U
3,q,10,der(3;12)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,5,,U
3,q,10,der(3;13)(q10;q10),Squamous cell carcinoma,3121,Oral cavity,0203,2,,U
3,q,10,der(3;17)(q10;q10),Multiple myeloma,1702,,,2,,U
3,q,10,der(3;17)(q10;q10),Chronic lymphocytic leukemia,1802,,,2,,U
3,q,10,der(3;17)(q10;q10),Squamous cell carcinoma,3121,Oral cavity,0203,2,,U
3,q,10,der(3;18)(q10;q10),Multiple myeloma,1702,,,2,,U
3,q,10,der(3;21)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,p,10,i(3)(p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,p,10,i(3)(p10),Multiple myeloma,1702,,,3,,U
3,p,10,i(3)(p10),"Mature B-cell neoplasm, NOS",1801,,,2,,U
3,p,10,i(3)(p10),Follicular lymphoma,1810,,,7,,U
3,p,10,i(3)(p10),Diffuse large B-cell lymphoma,1820,,,2,,U
3,p,10,i(3)(p10),Squamous cell carcinoma,3121,Lung,0107,2,,U
3,p,10,i(3)(p10),Squamous cell carcinoma,3121,Oral cavity,0203,2,,U
3,p,10,i(3)(p10),Mesothelioma,8810,Pleura,0109,2,,U
3,q,10,i(3)(q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,q,10,i(3)(q10),Acute erythroleukemia (FAB type M6),1112,,,2,,U
3,q,10,i(3)(q10),"Myelodysplastic syndrome, NOS",1501,,,2,,U
3,q,10,i(3)(q10),Multiple myeloma,1702,,,3,,U
3,q,10,i(3)(q10),"Mature B-cell neoplasm, NOS",1801,,,4,,U
3,q,10,i(3)(q10),Chronic lymphocytic leukemia,1802,,,3,,U
3,q,10,i(3)(q10),Mantle cell lymphoma,1808,,,3,,U
3,q,10,i(3)(q10),Follicular lymphoma,1810,,,3,,U
3,q,10,i(3)(q10),Diffuse large B-cell lymphoma,1820,,,5,,U
3,q,10,i(3)(q10),Angioimmunoblastic T-cell lymphoma,1910,,,2,,U
3,q,10,i(3)(q10),"Undifferentiated carcinoma, large cell",3104,Lung,0107,2,,U
3,q,10,i(3)(q10),"Undifferentiated carcinoma, small cell",3105,Lung,0107,4,,U
3,q,10,i(3)(q10),Adenocarcinoma,3111,Lung,0107,3,,U
3,q,10,i(3)(q10),Adenocarcinoma,3111,Oesophagus,0214,2,,U
3,q,10,i(3)(q10),Adenocarcinoma,3111,Pancreas,0218,4,,U
3,q,10,i(3)(q10),Adenocarcinoma,3111,Breast,0401,2,,U
3,q,10,i(3)(q10),Adenocarcinoma,3111,Ovary,0501,3,,U
3,q,10,i(3)(q10),Adenosquamous carcinoma,3119,Lung,0107,3,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Larynx,0105,6,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Lung,0107,8,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Oral cavity,0203,12,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Tongue,0208,10,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Oro- and hypopharynx,0212,4,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Oesophagus,0214,2,,U
3,q,10,i(3)(q10),Squamous cell carcinoma,3121,Vagina,0509,5,,U
3,q,10,i(3)(q10),Undifferentiated pleomorphic sarcoma,8541,Soft tissue,0902,2,,U
3,q,10,i(3)(q10),"Osteosarcoma, NOS",8710,Skeleton,0901,2,,U
3,q,10,i(3)(q10),Nonneoplastic hematologic disorder/lesion,9029,,,16,,U
4,q,10,der(4;8)(q10;q10),Multiple myeloma,1702,,,2,,U
4,q,10,der(4;14)(q10;q10),Squamous cell carcinoma,3121,Oral cavity,0203,2,,U
4,p,10,der(4;17)(p10;q10),Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,2,,U
4,q,10,der(4;17)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,10,der(4;22)(q10;q10),Adenocarcinoma,3111,Breast,0401,3,,U
4,p,10,i(4)(p10),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
4,p,10,i(4)(p10),"Hodgkin disease, nodular sclerosis",2005,,,2,,U
4,q,10,i(4)(q10),Chronic lymphocytic leukemia,1802,,,3,,U
4,q,10,i(4)(q10),Adenocarcinoma,3111,Large intestine,0227,3,,U
4,q,10,i(4)(q10),Squamous cell carcinoma,3121,Oro- and hypopharynx,0212,2,,U
4,q,10,i(4)(q10),Seminoma/Dysgerminoma,3902,Testis,0601,2,,U
5,p,10,der(1;5)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,10,der(1;5)(q10;p10),Multiple myeloma,1702,,,3,,U
5,q,10,der(1;5)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,q,10,der(1;5)(q10;q10),Multiple myeloma,1702,,,3,,U
5,p,10,der(3;5)(q10;p10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,10,der(5;7)(p10;p10),"Acute myeloid leukemia, NOS",1101,,,3,,U
5,p,10,der(5;12)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,10,der(5;15)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,10,der(5;17)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,40,,U
5,p,10,der(5;17)(p10;q10),Acute erythroleukemia (FAB type M6),1112,,,2,,U
5,p,10,der(5;17)(p10;q10),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
5,p,10,der(5;17)(p10;q10),"Chronic myeloid leukemia, t(9;22)",1202,,,2,,U
5,p,10,der(5;17)(p10;q10),"Myelodysplastic syndrome, NOS",1501,,,8,,U
5,p,10,der(5;17)(p10;q10),Refractory anemia,1505,,,2,,U
5,p,10,der(5;17)(p10;q10),Refractory anemia with excess of blasts (FAB),1509,,,4,,U
5,p,10,der(5;17)(p10;q10),Refractory cytopenia with multilineage dysplasia,1515,,,12,,U
5,p,10,der(5;17)(p10;q10),Refractory anemia with excess blasts-1,1519,,,8,,U
5,p,10,der(5;17)(p10;q10),Refractory anemia with excess blasts-2,1521,,,9,,U
5,q,10,der(5;17)(q10;q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,p,10,der(5;19)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,4,,U
5,p,10,der(5;22)(p10;q10),"Acute myeloid leukemia, NOS",1101,,,3,,U
5,p,10,i(5)(p10),"Acute myeloid leukemia, NOS",1101,,,12,,U
5,p,10,i(5)(p10),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
5,p,10,i(5)(p10),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
5,p,10,i(5)(p10),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
5,p,10,i(5)(p10),Acute monoblastic leukemia (FAB type M5),1108,,,3,,U
5,p,10,i(5)(p10),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,4,,U
5,p,10,i(5)(p10),"Myelodysplastic syndrome, NOS",1501,,,5,,U
5,p,10,i(5)(p10),Refractory cytopenia with multilineage dysplasia,1515,,,2,,U
5,p,10,i(5)(p10),Follicular lymphoma,1810,,,2,,U
5,p,10,i(5)(p10),"Peripheral T-cell lymphoma, unspecified",1908,,,2,,U
5,p,10,i(5)(p10),Adenoma,3003,Large intestine,0227,2,,U
5,p,10,i(5)(p10),"Carcinoma, NOS",3102,"Uterus, cervix",0507,2,,U
5,p,10,i(5)(p10),"Undifferentiated carcinoma, large cell",3104,Lung,0107,4,,U
5,p,10,i(5)(p10),Adenocarcinoma,3111,Lung,0107,14,,U
5,p,10,i(5)(p10),Adenocarcinoma,3111,Oesophagus,0214,2,,U
5,p,10,i(5)(p10),Adenocarcinoma,3111,Stomach,0216,5,,U
5,p,10,i(5)(p10),Adenocarcinoma,3111,Pancreas,0218,5,,U
5,p,10,i(5)(p10),Adenocarcinoma,3111,Gallbladder/Biliary system,0222,2,,U
5,p,10,i(5)(p10),Adenocarcinoma,3111,Large intestine,0227,13,,U
