Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
5,p,10,i,"Acute myeloid leukemia, NOS",1101,,,12,,U
5,p,10,i,Adenocarcinoma,3111,Lung,107.0,14,,U
5,p,10,i,Adenocarcinoma,3111,Large intestine,227.0,13,,U
5,p,10,i,Adenocarcinoma,3111,Ovary,501.0,16,,U
5,p,10,i,Squamous cell carcinoma,3121,Lung,107.0,8,,U
5,p,10,i,Squamous cell carcinoma,3121,Oral cavity,203.0,15,,U
5,p,10,i,Transitional cell carcinoma,3131,Bladder,305.0,11,,U
6,p,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,20,,U
6,p,10,i,Multiple myeloma,1702,,,11,,U
6,p,10,i,"Mature B-cell neoplasm, NOS",1801,,,12,,U
6,p,10,i,Follicular lymphoma,1810,,,87,,U
6,p,10,i,Diffuse large B-cell lymphoma,1820,,,59,,U
6,p,10,i,Adenocarcinoma,3111,Breast,401.0,9,,U
6,p,10,i,Adenocarcinoma,3111,Ovary,501.0,8,,U
6,p,10,i,Retinoblastoma,5211,Eye,810.0,46,,U
6,p,10,i,Malignant melanoma,6011,Eye,810.0,10,,U
7,p,10,der,"Acute myeloid leukemia, NOS",1101,,,36,,U
7,p,10,der,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,8,,U
7,p,10,der,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,12,,U
7,p,10,der,"Myelodysplastic syndrome, NOS",1501,,,39,,U
7,p,10,der,Refractory anemia,1505,,,89,,U
7,p,10,der,Refractory anemia with excess of blasts (FAB),1509,,,18,,U
7,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
7,p,10,i,"Acute myeloid leukemia, NOS",1101,,,30,,U
7,p,10,i,"Mature B-cell neoplasm, NOS",1801,,,8,,U
7,p,10,i,Adenocarcinoma,3111,Large intestine,227.0,12,,U
7,q,10,i,"Acute myeloid leukemia, NOS",1101,,,10,,U
7,q,10,i,Acute megakaryoblastic leukemia (FAB type M7),1113,,,17,,U
7,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,165,,U
7,q,10,i,Diffuse large B-cell lymphoma,1820,,,8,,U
7,q,10,i,Burkitt lymphoma/leukemia,1822,,,9,,U
7,q,10,i,"Mature T- and NK-cell neoplasm, NOS",1901,,,8,,U
7,q,10,i,Hepatosplenic T-cell lymphoma,1918,,,42,,U
7,q,10,i,Wilms tumor,3135,Kidney,301.0,23,,U
7,q,10,i,Nonneoplastic hematologic disorder/lesion,9029,,,12,,U
8,q,10,i,"Acute myeloid leukemia, NOS",1101,,,51,,U
8,q,10,i,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,9,,U
8,q,10,i,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,21,,U
8,q,10,i,Acute myelomonocytic leukemia (FAB type M4),1107,,,10,,U
8,q,10,i,Acute monoblastic leukemia (FAB type M5),1108,,,10,,U
8,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,45,,U
8,q,10,i,Multiple myeloma,1702,,,22,,U
8,q,10,i,Chronic lymphocytic leukemia,1802,,,11,,U
8,q,10,i,Follicular lymphoma,1810,,,8,,U
8,q,10,i,Diffuse large B-cell lymphoma,1820,,,11,,U
8,q,10,i,T-prolymphocytic leukemia,1902,,,51,,U
8,q,10,i,Mycosis fungoides/Sézary syndrome,1906,,,9,,U
8,q,10,i,Adenocarcinoma,3111,Lung,107.0,11,,U
8,q,10,i,Adenocarcinoma,3111,Stomach,216.0,11,,U
8,q,10,i,Adenocarcinoma,3111,Pancreas,218.0,9,,U
8,q,10,i,Adenocarcinoma,3111,Large intestine,227.0,42,,U
8,q,10,i,Adenocarcinoma,3111,Kidney,301.0,26,,U
8,q,10,i,Adenocarcinoma,3111,Breast,401.0,19,,U
8,q,10,i,Adenocarcinoma,3111,Ovary,501.0,12,,U
8,q,10,i,Squamous cell carcinoma,3121,Oral cavity,203.0,18,,U
8,q,10,i,Squamous cell carcinoma,3121,Tongue,208.0,19,,U
8,q,10,i,Squamous cell carcinoma,3121,Vagina,509.0,17,,U
8,q,10,i,Transitional cell carcinoma,3131,Bladder,305.0,8,,U
8,q,10,i,Malignant melanoma,6011,Eye,810.0,46,,U
9,q,10,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
9,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,207,,U
9,q,10,i,Follicular lymphoma,1810,,,8,,U
9,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
11,q,10,i,"Acute myeloid leukemia, NOS",1101,,,37,,U
11,q,10,i,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,16,,U
11,q,10,i,Acute myelomonocytic leukemia (FAB type M4),1107,,,8,,U
12,p,10,i,Seminoma/Dysgerminoma,3902,Testis,601.0,48,,U
12,p,10,i,Teratoma (mature and immature),3903,Testis,601.0,116,,U
12,p,10,i,Combined germ cell tumors,3905,Testis,601.0,43,,U
13,q,10,der,"Acute myeloid leukemia, NOS",1101,,,8,,U
13,q,10,i,"Acute myeloid leukemia, NOS",1101,,,13,,U
13,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
13,q,10,i,Adenocarcinoma,3111,Large intestine,227.0,21,,U
13,q,10,i,Squamous cell carcinoma,3121,Oral cavity,203.0,8,,U
14,q,10,i,"Acute myeloid leukemia, NOS",1101,,,9,,U
14,q,10,i,"Myelodysplastic syndrome, NOS",1501,,,8,,U
14,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,12,,U
15,q,10,der,Multiple myeloma,1702,,,12,,U
16,p,10,der,Multiple myeloma,1702,,,53,,U
16,p,10,der,Adenocarcinoma,3111,Breast,401.0,54,,U
16,q,10,der,Multiple myeloma,1702,,,9,,U
17,q,10,der,"Acute myeloid leukemia, NOS",1101,,,40,,U
17,q,10,der,"Myelodysplastic syndrome, NOS",1501,,,8,,U
17,q,10,der,Refractory cytopenia with multilineage dysplasia,1515,,,12,,U
17,q,10,der,Refractory anemia with excess blasts-1,1519,,,8,,U
17,q,10,der,Refractory anemia with excess blasts-2,1521,,,9,,U
17,q,10,der,"Chronic myeloid leukemia, t(9;22)",1202,,,10,,U
17,q,10,der,Chronic lymphocytic leukemia,1802,,,21,,U
17,q,10,i,"Acute myeloid leukemia, NOS",1101,,,97,,U
17,q,10,i,Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,12,,U
17,q,10,i,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,13,,U
17,q,10,i,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,28,,U
17,q,10,i,Acute promyelocytic leukemia (FAB type M3),1106,,,20,,U
17,q,10,i,Acute myelomonocytic leukemia (FAB type M4),1107,,,19,,U
17,q,10,i,Acute erythroleukemia (FAB type M6),1112,,,9,,U
17,q,10,i,Acute megakaryoblastic leukemia (FAB type M7),1113,,,8,,U
17,q,10,i,"Chronic myeloid leukemia, t(9;22)",1202,,,413,,U
17,q,10,i,"Chronic myeloid leukemia, aberrant translocation",1203,,,31,,U
17,q,10,i,Chronic myelomonocytic leukemia,1302,,,13,,U
17,q,10,i,"Chronic myeloproliferative disorder, NOS",1401,,,22,,U
17,q,10,i,"Myelodysplastic syndrome, NOS",1501,,,14,,U
17,q,10,i,Refractory anemia,1505,,,9,,U
17,q,10,i,Refractory anemia with excess of blasts (FAB),1509,,,14,,U
17,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,171,,U
17,q,10,i,"Mature B-cell neoplasm, NOS",1801,,,19,,U
17,q,10,i,Chronic lymphocytic leukemia,1802,,,64,,U
17,q,10,i,Mantle cell lymphoma,1808,,,13,,U
17,q,10,i,Follicular lymphoma,1810,,,56,,U
17,q,10,i,Splenic marginal zone B-cell lymphoma,1816,,,10,,U
17,q,10,i,Diffuse large B-cell lymphoma,1820,,,40,,U
17,q,10,i,Mycosis fungoides/Sézary syndrome,1906,,,15,,U
17,q,10,i,Adenocarcinoma,3111,Large intestine,227.0,36,,U
17,q,10,i,Adenocarcinoma,3111,Kidney,301.0,8,,U
17,q,10,i,Adenocarcinoma,3111,Breast,401.0,12,,U
17,q,10,i,Adenocarcinoma,3111,Ovary,501.0,17,,U
17,q,10,i,Wilms tumor,3135,Kidney,301.0,13,,U
17,q,10,i,Primitive neuroectodermal tumor/Medulloblastoma,5220,Brain,801.0,15,,U
17,q,10,i,Primitive neuroectodermal tumor/Medulloblastoma,5220,Cerebellum,804.0,39,,U
17,q,10,ider,Acute promyelocytic leukemia (FAB type M3),1106,,,30,,U
17,q,10,ider,Acute promyelocytic leukemia (FAB type M3),1106,,,13,,U
17,q,10,ider,Acute promyelocytic leukemia (FAB type M3),1106,,,30,,U
17,q,10,ider,"Acute myeloid leukemia, NOS",1101,,,11,,U
18,q,10,der,"Chronic myeloid leukemia, t(9;22)",1202,,,10,,U
18,q,10,der,Chronic lymphocytic leukemia,1802,,,21,,U
18,q,10,i,Follicular lymphoma,1810,,,10,,U
18,q,10,i,Diffuse large B-cell lymphoma,1820,,,32,,U
18,q,10,i,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,10,,U
19,p,10,der,Multiple myeloma,1702,,,22,,U
21,q,10,der,Multiple myeloma,1702,,,9,,U
21,q,10,der,"Acute myeloid leukemia, NOS",1101,,,8,,U
21,q,10,i,"Acute myeloid leukemia, NOS",1101,,,49,,U
21,q,10,i,Acute myelomonocytic leukemia (FAB type M4),1107,,,10,,U
21,q,10,i,"Myelodysplastic syndrome, NOS",1501,,,10,,U
21,q,10,i,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,70,,U
21,q,10,i,Multiple myeloma,1702,,,11,,U
21,q,10,i,Diffuse large B-cell lymphoma,1820,,,11,,U
21,q,10,ider,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
22,q,10,i,"Acute myeloid leukemia, NOS",1101,,,19,,U
22,q,10,ider,"Chronic myeloid leukemia, t(9;22)",1202,,,43,,U
1,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
1,p,11,add,Multiple myeloma,1702,,,30,,U
1,p,11,add,Follicular lymphoma,1810,,,8,,U
1,p,11,add,Diffuse large B-cell lymphoma,1820,,,8,,U
1,p,11,add,Adenocarcinoma,3111,Lung,107.0,8,,U
1,p,11,add,Adenocarcinoma,3111,Breast,401.0,24,,U
1,q,11,add,Multiple myeloma,1702,,,8,,U
1,p,11,del,Multiple myeloma,1702,,,13,,U
1,p,11,del,Diffuse large B-cell lymphoma,1820,,,8,,U
1,p,11,del,Multiple myeloma,1702,,,15,,U
1,p,11,del,Multiple myeloma,1702,,,12,,U
1,q,11,del,Multiple myeloma,1702,,,8,,U
1,q,11,del,Adenocarcinoma,3111,Breast,401.0,12,,U
1,q,11,del,Leiomyosarcoma,8310,Soft tissue,902.0,8,,U
1,q,11,del,Undifferentiated pleomorphic sarcoma,8541,Soft tissue,902.0,13,,U
1,q,11,del,"Osteosarcoma, NOS",8710,Skeleton,901.0,12,,U
1,p,11,der,"Acute myeloid leukemia, NOS",1101,,,8,,U
1,p,11,der,"Myelodysplastic syndrome, NOS",1501,,,17,,U
1,p,11,der,Refractory anemia,1505,,,15,,U
2,p,11,t,Splenic marginal zone B-cell lymphoma,1816,,,8,IGK::CDK6,B
2,p,11,t,"Mature B-cell neoplasm, NOS",1801,,,8,MYC+,B
2,p,11,t,Burkitt lymphoma/leukemia,1822,,,10,IGK::MYC,B
2,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,14,,B
2,p,11,t,Follicular lymphoma,1810,,,9,"IGK::BCL2,IGK::KDSR",B
2,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
2,p,11,add,Diffuse large B-cell lymphoma,1820,,,12,,U
3,p,11,add,"Acute myeloid leukemia, NOS",1101,,,13,,U
3,p,11,add,Adenocarcinoma,3111,Kidney,301.0,11,,U
3,p,11,add,Adenocarcinoma,3111,Breast,401.0,9,,U
3,q,11,add,Diffuse large B-cell lymphoma,1820,,,9,,U
3,p,11,del,Adenocarcinoma,3111,Kidney,301.0,12,,U
5,q,11,add,"Acute myeloid leukemia, NOS",1101,,,43,,U
5,q,11,add,Acute erythroleukemia (FAB type M6),1112,,,12,,U
5,q,11,add,"Myelodysplastic syndrome, NOS",1501,,,33,,U
5,q,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
5,q,11,del,"Acute myeloid leukemia, NOS",1101,,,9,,U
5,q,11,del,"Acute myeloid leukemia, NOS",1101,,,12,,U
5,q,11,der,Adenocarcinoma,3111,Kidney,301.0,9,,U
5,p,11,der,"Acute myeloid leukemia, NOS",1101,,,9,,U
5,q,11,dic,"Acute myeloid leukemia, NOS",1101,,,15,,U
7,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,"PAX5::AUTS2,PAX5::ELN",B
7,q,11,t,"Chronic myeloid leukemia, aberrant translocation",1203,,,8,BCR::ABL1,B
7,p,11,add,"Acute myeloid leukemia, NOS",1101,,,16,,U
7,p,11,add,Acute megakaryoblastic leukemia (FAB type M7),1113,,,11,,U
7,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,15,,U
7,p,11,add,Multiple myeloma,1702,,,11,,U
7,q,11,add,"Acute myeloid leukemia, NOS",1101,,,39,,U
7,q,11,add,"Myelodysplastic syndrome, NOS",1501,,,21,,U
7,p,11,del,"Acute myeloid leukemia, NOS",1101,,,9,,U
7,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,18,,U
7,q,11,del,"Acute myeloid leukemia, NOS",1101,,,33,,U
7,q,11,del,"Myelodysplastic syndrome, NOS",1501,,,14,,U
7,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,15,,U
7,q,11,del,"Acute myeloid leukemia, NOS",1101,,,16,,U
7,p,11,der,"Acute myeloid leukemia, NOS",1101,,,8,,U
7,p,11,der,"Myelodysplastic syndrome, NOS",1501,,,17,,U
7,p,11,der,Refractory anemia,1505,,,15,,U
7,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,37,,U
7,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
7,p,11,r,"Acute myeloid leukemia, NOS",1101,,,13,,U
7,q,11,r,"Acute myeloid leukemia, NOS",1101,,,13,,U
8,p,11,t,"Chronic myeloproliferative disorder, NOS",1401,,,10,ZMYM2::FGFR1,B
8,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,"FGFR1::ZMYM2,FGFR1+,ZMYM2::FGFR1",B
8,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,70,"IGH::CEBPD,IGH+",B
8,p,11,t,"Acute myeloid leukemia, NOS",1101,,,25,KAT6A::CREBBP,B
8,p,11,t,Acute myelomonocytic leukemia (FAB type M4),1107,,,35,"CREBBP+,KAT6A::CREBBP,KAT6A+",B
8,p,11,t,Acute monoblastic leukemia (FAB type M5),1108,,,29,"CREBBP::KAT6A,CREBBP+,KAT6A::CREBBP,KAT6A+",B
8,p,11,t,Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,42,"CREBBP+,KAT6A::CREBBP,KAT6A+",B
8,p,11,t,Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,22,"CREBBP+,KAT6A::CREBBP",B
8,p,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,"BCR::FGFR1,FGFR1::BCR",B
8,p,11,add,"Acute myeloid leukemia, NOS",1101,,,9,,U
8,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,13,,U
8,p,11,add,Multiple myeloma,1702,,,32,,U
8,p,11,add,Diffuse large B-cell lymphoma,1820,,,11,,U
8,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,U
8,p,11,del,Multiple myeloma,1702,,,13,,U
8,q,11,der,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,16,,U
9,p,11,inv,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,15,,B
9,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,16,,U
9,p,11,add,Adenocarcinoma,3111,Breast,401.0,8,,U
9,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,17,,U
9,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,37,,U
9,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,24,,U
9,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,61,,U
9,p,11,idic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,9,,U
X,p,11,t,Adenocarcinoma,3111,Kidney,301.0,10,"SFPQ::TFE3,TFE3::SFPQ",B
X,p,11,t,Adenocarcinoma,3111,Kidney,301.0,30,,B
X,p,11,t,Adenocarcinoma,3111,Kidney,301.0,15,"ASPSCR1::TFE3,TFE3::ASPSCR1",B
X,p,11,t,Synovial sarcoma,8522,Soft tissue,902.0,141,"SS18::SSX1,SS18::SSX2,SS18::SSX4",B
X,p,11,der,Synovial sarcoma,8522,Soft tissue,902.0,8,,U
X,p,11,der,Synovial sarcoma,8522,Soft tissue,902.0,17,,U
10,p,11,add,"Acute myeloid leukemia, NOS",1101,,,10,,U
11,p,11,add,"Acute myeloid leukemia, NOS",1101,,,23,,U
11,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,11,,U
11,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,17,,U
11,p,11,add,Multiple myeloma,1702,,,9,,U
11,p,11,add,Diffuse large B-cell lymphoma,1820,,,10,,U
11,p,11,add,Adenocarcinoma,3111,Breast,401.0,9,,U
11,p,11,del,"Acute myeloid leukemia, NOS",1101,,,11,,U
12,p,11,add,"Acute myeloid leukemia, NOS",1101,,,58,,U
12,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,26,,U
12,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,48,,U
12,p,11,add,Multiple myeloma,1702,,,14,,U
12,p,11,add,Follicular lymphoma,1810,,,10,,U
12,p,11,add,Diffuse large B-cell lymphoma,1820,,,10,,U
12,p,11,del,"Acute myeloid leukemia, NOS",1101,,,30,,U
12,p,11,del,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,13,,U
12,p,11,del,Acute myelomonocytic leukemia (FAB type M4),1107,,,9,,U
12,p,11,del,Acute erythroleukemia (FAB type M6),1112,,,9,,U
12,p,11,del,"Myelodysplastic syndrome, NOS",1501,,,17,,U
12,p,11,del,Refractory anemia with excess of blasts (FAB),1509,,,10,,U
12,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,85,,U
12,p,11,del,Multiple myeloma,1702,,,17,,U
12,p,11,del,"Acute myeloid leukemia, NOS",1101,,,19,,U
12,p,11,del,"Acute myeloid leukemia, NOS",1101,,,38,,U
12,p,11,del,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,9,,U
12,p,11,del,"Myelodysplastic syndrome, NOS",1501,,,11,,U
12,p,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,17,,U
12,p,11,del,Multiple myeloma,1702,,,11,,U
12,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
12,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,24,,U
12,p,11,dic,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,13,,U
13,p,11,add,"Acute myeloid leukemia, NOS",1101,,,29,,U
13,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,10,,U
13,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,11,,U
13,p,11,add,Multiple myeloma,1702,,,20,,U
13,p,11,add,Chronic lymphocytic leukemia,1802,,,9,,U
13,p,11,add,Diffuse large B-cell lymphoma,1820,,,14,,U
13,p,11,add,Adenocarcinoma,3111,Pancreas,218.0,8,,U
13,p,11,add,Adenocarcinoma,3111,Kidney,301.0,8,,U
14,q,11,inv,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,39,"BCL11B::TRD,IGH::CEBPE,IGH::TRA,IGH::TRD,TCL1A+",B
14,q,11,inv,T-prolymphocytic leukemia,1902,,,68,"TCL1A+,TRA+",B
14,q,11,inv,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,10,TRA+,B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,21,TRA+,B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,13,,B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,52,"TRA::MYC,TRD::MYC,TRD+",B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,73,"TLX1::TRA,TRA::TLX1,TRA+,TRD::TLX1",B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,103,"LMO2::TRA,LMO2+,TRA::LMO2,TRA+,TRD::LMO2,TRD+",B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,"LMO1::TRA,TRA+,TRD::LMO1",B
14,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,11,"CEBPE::IGH,IGH::CEBPE,IGH+,TCL1A+,TRA+",B
14,q,11,t,T-prolymphocytic leukemia,1902,,,15,"TRA::MTCP1,TRA+",B
14,p,11,add,"Acute myeloid leukemia, NOS",1101,,,23,,U
14,p,11,add,Acute erythroleukemia (FAB type M6),1112,,,8,,U
14,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,15,,U
14,p,11,add,Multiple myeloma,1702,,,20,,U
14,p,11,add,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,12,,U
14,p,11,add,Adenocarcinoma,3111,Pancreas,218.0,11,,U
14,p,11,add,Adenocarcinoma,3111,Breast,401.0,9,,U
14,p,11,add,Squamous cell carcinoma,3121,Tongue,208.0,9,,U
14,p,11,add,"Osteosarcoma, NOS",8710,Skeleton,901.0,9,,U
15,p,11,add,"Acute myeloid leukemia, NOS",1101,,,31,,U
15,p,11,add,"Myelodysplastic syndrome, NOS",1501,,,12,,U
15,p,11,add,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,16,,U
15,p,11,add,Multiple myeloma,1702,,,34,,U
15,p,11,add,Chronic lymphocytic leukemia,1802,,,10,,U
15,p,11,add,Mantle cell lymphoma,1808,,,10,,U
15,p,11,add,Follicular lymphoma,1810,,,8,,U
15,p,11,add,Diffuse large B-cell lymphoma,1820,,,21,,U
15,p,11,add,Adult T-cell lymphoma/leukemia (HTLV-1+),1926,,,8,,U
15,p,11,add,Adenocarcinoma,3111,Lung,107.0,9,,U
15,p,11,add,Adenocarcinoma,3111,Pancreas,218.0,11,,U
15,p,11,add,Adenocarcinoma,3111,Breast,401.0,11,,U
15,p,11,add,Squamous cell carcinoma,3121,Tongue,208.0,8,,U
15,p,11,add,"Osteosarcoma, NOS",8710,Skeleton,901.0,10,,U
16,p,11,t,"Liposarcoma, myxoid/round cell",8034,Soft tissue,902.0,91,"DDIT3+,FUS::DDIT3",B
16,p,11,t,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,19,"ERG+,FUS::ERG",B
16,p,11,t,Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,14,"ERG+,FUS::ERG",B
16,p,11,t,Acute myelomonocytic leukemia (FAB type M4),1107,,,9,FUS::ERG,B
16,p,11,t,Acute megakaryoblastic leukemia (FAB type M7),1113,,,8,FUS::ERG,B
16,p,11,add,"Acute myeloid leukemia, NOS",1101,,,13,,U
16,q,11,del,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,10,,U
16,p,11,der,"Liposarcoma, myxoid/round cell",8034,Soft tissue,902.0,9,,U
16,q,11,der,Multiple myeloma,1702,,,14,,U
16,q,11,der,Ewing sarcoma,8740,Skeleton,901.0,10,,U
17,q,11,t,Acute lymphoblastic leukemia/lymphoblastic lymphoma,1602,,,8,,B
17,q,11,t,"Acute myeloid leukemia, NOS",1101,,,10,,B
17,q,11,t,Acute promyelocytic leukemia (FAB type M3),1106,,,109,,B
17,p,11,add,"Acute myeloid leukemia, NOS",1101,,,87,,U
17,p,11,add,Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,8,,U
